model_name,query_id,doc_id,latency_seconds,input_tokens,output_tokens,reasoning_tokens,inference_speed_tps,cost_dollars
gpt-5.5,6c1c2da4,hand-en-polsklachten,19.564,68,149,94,7.62,0.00481
gpt-5.5,dd9cbc5c,astma_bij_volwassenen,20.762,1712,597,491,28.75,0.02647
gpt-5.5,3bda86f2,depressie,24.1429,65,702,516,29.08,0.02138
gpt-5.5,64c6fac5,COPD,26.769,69,830,516,31.01,0.02525
gpt-5.5,63560c3a,COPD,10.8126,1416,332,221,30.7,0.01704
gpt-5.5,63d4ebcb,hand-en-polsklachten,11.491,899,448,346,38.99,0.01793
gpt-5.5,67f73762,COPD,13.8229,1553,479,345,34.65,0.02214
gpt-5.5,5a34e230,hand-en-polsklachten,11.388,345,480,384,42.15,0.01613
gpt-5.5,20241acd,hartfalen,10.2743,924,396,302,38.54,0.01650
gpt-5.5,9ee9de9d,depressie,24.0688,1492,826,516,34.32,0.03224
gpt-5.5,877cc019,COPD,11.1079,1403,389,261,35.02,0.01869
gpt-5.5,098ffb4a,chronische nierschade,19.1632,7722,723,516,37.73,0.06030
gpt-5.5,4aa6a8ff,hartfalen,16.9148,939,651,494,38.49,0.02423
gpt-5.5,3d3ef213,depressie,67.5343,926,2318,2123,34.32,0.07417
gpt-5.5,74b1094c,hartfalen,16.2641,322,546,316,33.57,0.01799
gpt-5.5,e86593b1,chronische nierschade,18.3881,1071,679,516,36.93,0.02572
gpt-5.5,84e15b72,hartfalen,27.5728,958,853,516,30.94,0.03038
gpt-5.5,caff826d,chronische nierschade,38.5998,126,1265,1034,32.77,0.03858
gpt-5.5,950c5bfa,angst,16.9004,156,639,516,37.81,0.01995
gpt-5.5,0290f131,hartfalen,56.5407,219,1860,1550,32.9,0.05690
gpt-5.5,8df4ac15,hartfalen,17.3713,627,649,516,37.36,0.02261
gpt-5.5,7d1a6b07,astma_bij_volwassenen,19.1814,431,650,516,33.89,0.02166
gpt-5.5,55dfe898,angst,22.583,822,737,516,32.64,0.02622
gpt-5.5,632e9c57,astma_bij_volwassenen,8.5744,399,323,214,37.67,0.01169
gpt-5.5,ae0f75b7,astma_bij_volwassenen,26.8388,1633,656,516,24.44,0.02785
gpt-5.5,c24332e6,angst,28.0642,1100,951,516,33.89,0.03403
gpt-5.5,cd5af29b,angst,20.2515,799,619,362,30.57,0.02257
gpt-5.5,f4bdbd73,hand-en-polsklachten,12.4573,825,431,250,34.6,0.01706
gpt-5.5,c1898acd,angst,17.15,948,660,516,38.48,0.02454
gpt-5.5,0d769419,depressie,16.9066,1504,667,516,39.45,0.02753
gpt-5.5,875fe605,hand-en-polsklachten,16.8517,1039,702,516,41.66,0.02626
gpt-5.5,b5c1618d,diabetes,12.1391,1104,434,354,35.75,0.01854
gpt-5.5,fb99be4b,depressie,8.1173,990,277,161,34.12,0.01326
gpt-5.5,09710fd9,diabetes,14.3873,56,596,516,41.43,0.01816
gpt-5.5,026b8852,hand-en-polsklachten,18.0881,946,649,516,35.88,0.02420
gpt-5.5,40d6daea,depressie,20.8275,1526,767,516,36.83,0.03064
gpt-5.5,4deb365d,angst,69.9334,77,2206,2057,31.54,0.06656
gpt-5.5,b6b8d196,COPD,18.5841,63,610,516,32.82,0.01861
gpt-5.5,2d0aad1f,diabetes,28.4674,64,1159,1034,40.71,0.03509
gpt-5.5,e918e203,angst,19.7411,1576,723,516,36.62,0.02957
gpt-5.5,ae0001a8,depressie,32.3506,1454,1169,516,36.14,0.04234
gpt-5.5,b7f58cf2,depressie,16.4424,1059,666,516,40.5,0.02528
gpt-5.5,1ec7c876,depressie,5.1482,176,189,134,36.71,0.00655
gpt-5.5,8af68895,diabetes,5.4324,2976,215,112,39.58,0.02133
gpt-5.5,4360b8ea,diabetes,10.1707,990,360,263,35.4,0.01575
gpt-5.5,773a6531,diabetes,26.0304,719,780,516,29.96,0.02700
gpt-5.5,eb7fa484,dementie,18.4815,743,576,410,31.17,0.02099
gpt-5.5,cb347263,diabetes,11.7904,2803,573,473,48.6,0.03121
gpt-5.5,a4905a6b,dementie,8.8458,722,299,222,33.8,0.01258
gpt-5.5,b95b62f2,diabetes,25.0759,974,789,516,31.46,0.02854
gpt-5.5,46687f20,diabetes,11.8905,2657,473,397,39.78,0.02747
gpt-5.5,accae3ba,angst,20.129,1690,696,516,34.58,0.02933
gpt-5.5,4ddfc6bb,dementie,12.7025,332,404,160,31.8,0.01378
gpt-5.5,25bd56b9,chronische nierschade,18.4122,361,552,398,29.98,0.01836
gpt-5.5,bbb3585f,dementie,22.4008,1438,720,516,32.14,0.02879
gpt-5.5,23ce0f59,angst,76.5696,2061,2308,2070,30.14,0.07954
gpt-5.5,3cbf9ccb,chronische nierschade,6.024,2971,216,129,35.86,0.02133
gpt-5.5,e33b6173,angst,11.2303,974,391,226,34.82,0.01660
gpt-5.5,9ba97f38,hartfalen,5.9463,1597,232,146,39.02,0.01494
gpt-5.5,4def0aac,dementie,15.519,268,513,403,33.06,0.01673
gpt-5.5,8fe309c8,COPD,134.3261,75,5249,5170,39.08,0.15784
gpt-5.5,7a55ed27,hartfalen,13.4289,1142,449,350,33.44,0.01918
gpt-5.5,cb728786,dementie,21.1014,431,683,516,32.37,0.02265
gpt-5.5,b2ff6f13,astma_bij_volwassenen,8.5538,1158,357,274,41.74,0.01650
gpt-5.5,947e7f2e,chronische nierschade,16.6198,1132,678,516,40.79,0.02600
gpt-5.5,1175e7f2,angst,58.5753,2070,2378,2047,40.6,0.08169
gpt-5.5,b2e7594b,astma_bij_volwassenen,10.2731,1160,420,325,40.88,0.01840
gpt-5.5,48e7cd51,astma_bij_volwassenen,16.1912,4380,605,516,37.37,0.04005
gpt-5.5,3e81d5a9,hartfalen,21.3549,1363,686,516,32.12,0.02740
gpt-5.5,8b5e4588,COPD,18.3256,2358,682,516,37.22,0.03225
gpt-5.5,26c7ce23,COPD,23.8638,1416,819,516,34.32,0.03165
gpt-5.5,e6a0e1c7,angst,17.4132,1994,681,516,39.11,0.03040
gpt-5.5,ac94c9ae,COPD,23.0566,984,807,516,35.0,0.02913
gpt-5.5,2455de61,diabetes,11.0552,103,318,260,28.76,0.01005
gpt-5.5,4913279e,angst,20.3968,670,769,516,37.7,0.02642
gpt-5.5,617418c5,angst,18.0615,2377,644,516,35.66,0.03121
gpt-5.5,d49f3408,diabetes,5.878,2080,222,182,37.77,0.01706
gpt-5.5,e66a8bdb,diabetes,29.0759,94,1155,1019,39.72,0.03512
gpt-5.5,f70574bf,influenza,10.5979,1023,407,314,38.4,0.01733
gpt-5.5,45eaed26,hand-en-polsklachten,18.5632,339,700,516,37.71,0.02269
gpt-5.5,78c1b535,hand-en-polsklachten,6.3285,2391,224,184,35.4,0.01868
gpt-5.5,239e8d46,influenza,8.0246,660,307,224,38.26,0.01251
gpt-5.5,65aa0fc8,hand-en-polsklachten,20.2768,480,744,516,36.69,0.02472
gpt-5.5,7872d4af,influenza,4.7715,114,167,125,35.0,0.00558
gpt-5.5,7414baae,hand-en-polsklachten,5.8327,3880,242,190,41.49,0.02666
gpt-5.5,13ac3823,depressie,11.2583,1572,420,318,37.31,0.02046
gpt-5.5,b6853644,hand-en-polsklachten,17.1177,594,505,384,29.5,0.01812
gpt-5.5,b9b4bc11,hand-en-polsklachten,23.4477,873,687,516,29.3,0.02498
gpt-5.5,f9b85327,depressie,9.0402,1555,285,205,31.53,0.01632
gpt-5.5,158f96a9,hand-en-polsklachten,13.1433,3783,609,516,46.34,0.03719
gpt-5.5,31cbcbb3,astma_bij_volwassenen,8.4514,1054,320,219,37.86,0.01487
gpt-5.5,4eccf8b0,hartfalen,12.7158,1181,523,413,41.13,0.02159
gpt-5.5,11916502,astma_bij_volwassenen,16.0873,1932,414,296,25.73,0.02208
gpt-5.5,11d04754,astma_bij_volwassenen,7.8339,1623,264,96,33.7,0.01604
gpt-5.5,aa4f3b94,hand-en-polsklachten,52.9564,928,1921,1854,36.28,0.06227
gpt-5.5,6908c047,hartfalen,13.7086,69,584,516,42.6,0.01787
gpt-5.5,0388f75a,hartfalen,10.8194,702,360,280,33.27,0.01431
gpt-5.5,c4c0748f,angst,8.602,1495,358,282,41.62,0.01821
gpt-5.5,0b2e20cb,angst,23.3917,888,827,516,35.35,0.02925
gpt-5.5,a0a6a9b1,angst,9.7659,1700,356,270,36.45,0.01918
gpt-5.5,f69c847f,depressie,54.2146,49,1792,1552,33.05,0.05401
gpt-5.5,a1da8216,dementie,10.8484,569,317,204,29.22,0.01235
gpt-5.5,a63c25dc,hand-en-polsklachten,4.055,1090,195,138,48.09,0.01130
gpt-5.5,4242da9f,dementie,12.4042,1980,501,307,40.39,0.02493
gpt-5.5,e183935a,hand-en-polsklachten,17.8871,849,714,516,39.92,0.02567
gpt-5.5,35a2b92b,hand-en-polsklachten,115.3777,977,3837,3624,33.26,0.12000
gpt-5.5,0ac64149,dementie,39.0728,1072,1469,1034,37.6,0.04943
gpt-5.5,9914f0ec,hand-en-polsklachten,4.8732,1306,165,99,33.86,0.01148
gpt-5.5,a2aa4a60,hand-en-polsklachten,17.7346,448,686,516,38.68,0.02282
gpt-5.5,6ec9fbe0,hand-en-polsklachten,17.5698,715,703,516,40.01,0.02466
gpt-5.5,3eb4d0f6,hand-en-polsklachten,4.1417,925,151,78,36.46,0.00915
gpt-5.5,c7238761,hand-en-polsklachten,27.9228,2468,1194,1034,42.76,0.04816
gpt-5.5,be53eee6,hand-en-polsklachten,12.9771,902,567,516,43.69,0.02152
gpt-5.5,bd2a5d12,hand-en-polsklachten,8.3941,1183,296,221,35.26,0.01480
gpt-5.5,32d442a8,hand-en-polsklachten,9.1091,82,255,209,27.99,0.00806
gpt-5.5,e8466ecc,astma_bij_volwassenen,17.7097,1142,700,479,39.53,0.02671
gpt-5.5,205e25e1,hand-en-polsklachten,19.7135,152,629,516,31.91,0.01963
gpt-5.5,dade75aa,COPD,30.3094,74,975,846,32.17,0.02962
gpt-5.5,b068643b,astma_bij_volwassenen,34.8503,68,1218,1034,34.95,0.03688
gpt-5.5,8d5c5fa9,hand-en-polsklachten,19.7291,1243,726,467,36.8,0.02799
gpt-5.5,c780106c,hand-en-polsklachten,74.1051,2107,3279,3106,44.25,0.10891
gpt-5.5,930c1e07,astma_bij_volwassenen,57.3557,90,1720,1552,29.99,0.05205
gpt-5.5,a3abcc97,COPD,18.3094,67,606,516,33.1,0.01852
gpt-5.5,9877ae46,diabetes,17.0539,971,702,516,41.16,0.02592
gpt-5.5,51c52429,COPD,62.7124,59,1968,1552,31.38,0.05933
gpt-5.5,f8591805,hand-en-polsklachten,21.606,985,770,516,35.64,0.02802
gpt-5.5,85a2782d,hand-en-polsklachten,22.6006,1155,708,516,31.33,0.02701
gpt-5.5,51c7ff39,diabetes,8.6978,914,321,241,36.91,0.01420
gpt-5.5,a6ccc479,dementie,10.3303,2873,424,314,41.04,0.02708
gpt-5.5,28805f9a,diabetes,26.3821,960,1228,1034,46.55,0.04164
gpt-5.5,8855208e,dementie,16.4209,1228,556,303,33.86,0.02282
gpt-5.5,7e617c47,dementie,26.4196,978,762,516,28.84,0.02775
gpt-5.5,57cb4b4d,dementie,21.8438,1103,734,516,33.6,0.02754
gpt-5.5,78012662,astma_bij_volwassenen,16.4157,2935,484,314,29.48,0.02919
gpt-5.5,d5728205,astma_bij_volwassenen,12.555,3105,483,315,38.47,0.03002
gpt-5.5,704c45a4,angst,19.4434,2049,675,516,34.72,0.03050
gpt-5.5,4aea86ff,dementie,29.9971,71,997,850,33.24,0.03027
gpt-5.5,a2656135,chronische nierschade,9.7149,258,331,215,34.07,0.01122
gpt-5.5,4ccc9a12,angst,28.2578,845,849,516,30.04,0.02969
gpt-5.5,fd9d1d3e,astma_bij_volwassenen,20.7405,2694,735,516,35.44,0.03552
gpt-5.5,7f6a8e16,astma_bij_volwassenen,32.1993,2886,1174,1034,36.46,0.04965
gpt-5.5,85cde98f,dementie,18.9716,909,685,516,36.11,0.02509
gpt-5.5,4dacf62f,dementie,13.9018,1472,472,311,33.95,0.02152
gpt-5.5,e2629d27,hand-en-polsklachten,18.7261,2741,698,516,37.27,0.03465
gpt-5.5,dc84807c,chronische nierschade,14.6506,182,528,402,36.04,0.01675
gpt-5.5,e4d6be1f,hand-en-polsklachten,15.7034,274,636,516,40.5,0.02045
gpt-5.5,aa2c9c88,angst,61.6332,703,2184,2052,35.44,0.06903
gpt-5.5,e9c291be,dementie,15.7649,1668,414,299,26.26,0.02076
gpt-5.5,38df2a02,dementie,20.8149,71,648,516,31.13,0.01980
gpt-5.5,9e33a149,hand-en-polsklachten,11.5192,349,418,267,36.29,0.01429
gpt-5.5,b576d4ae,dementie,12.8054,686,468,320,36.55,0.01747
gpt-5.5,77e5a3eb,influenza,15.7971,130,604,512,38.23,0.01877
gpt-5.5,3f11830b,diabetes,18.0275,754,713,516,39.55,0.02516
gpt-5.5,cdd4a01d,influenza,20.788,123,678,516,32.61,0.02096
gpt-5.5,f2cbc529,diabetes,14.6628,945,577,506,39.35,0.02203
gpt-5.5,525e0145,diabetes,8.8892,2743,424,348,47.7,0.02644
gpt-5.5,9b49fe2a,chronische nierschade,71.3073,85,2326,2070,32.62,0.07020
gpt-5.5,b482b35e,dementie,19.6038,1983,764,516,38.97,0.03284
gpt-5.5,d5292fe3,hartfalen,18.1545,396,726,516,39.99,0.02376
gpt-5.5,0596b753,depressie,24.6957,643,753,516,30.49,0.02580
gpt-5.5,e5d92d3e,diabetes,27.6104,2798,1255,1034,45.45,0.05164
gpt-5.5,0d136082,hartfalen,17.6738,1719,707,516,40.0,0.02980
gpt-5.5,1abb4245,influenza,38.7751,2729,528,528,13.62,0.02948
gpt-5.5,5c4cdf94,diabetes,7.4842,1319,287,197,38.35,0.01520
gpt-5.5,87e83714,diabetes,11.2186,2437,405,300,36.1,0.02433
gpt-5.5,0641e6e5,depressie,26.5142,1556,985,516,37.15,0.03733
gpt-5.5,b2138576,hartfalen,22.8264,1141,730,516,31.98,0.02760
gpt-5.5,8b461f4f,hartfalen,11.526,109,361,262,31.32,0.01137
gpt-5.5,fcbd5e0d,depressie,26.0819,1227,1027,774,39.38,0.03694
gpt-5.5,05464d3a,chronische nierschade,67.8548,69,2672,2541,39.38,0.08050
gpt-5.5,16da4c93,diabetes,15.509,2358,499,390,32.17,0.02676
gpt-5.5,c6160c00,hartfalen,11.0874,567,438,338,39.5,0.01597
gpt-5.5,e1056361,depressie,23.5171,1704,949,516,40.35,0.03699
gpt-5.5,44e0a545,depressie,13.2459,6466,649,516,49.0,0.05180
gpt-5.5,401ce811,diabetes,11.2826,1447,390,234,34.57,0.01894
gpt-5.5,0f13df4d,hand-en-polsklachten,10.4565,921,392,258,37.49,0.01636
gpt-5.5,a227ed99,dementie,19.0612,228,571,356,29.96,0.01827
gpt-5.5,1c67df25,depressie,52.988,2165,2286,2070,43.14,0.07941
gpt-5.5,4ab72142,diabetes,13.2232,441,497,396,37.59,0.01711
gpt-5.5,83a8c94a,chronische nierschade,7.3558,3064,280,170,38.06,0.02372
gpt-5.5,1b693ef1,diabetes,87.6013,1592,2812,2588,32.1,0.09232
gpt-5.5,fd42d0b7,diabetes,33.0365,1550,814,516,24.64,0.03217
gpt-5.5,9012a136,hand-en-polsklachten,8.8738,972,344,245,38.77,0.01518
gpt-5.5,d708fae5,dementie,36.9558,64,1169,1034,31.63,0.03539
gpt-5.5,2335fd98,chronische nierschade,14.6673,1890,627,516,42.75,0.02826
gpt-5.5,c4533825,dementie,81.3665,56,2609,2443,32.06,0.07855
gpt-5.5,4c729340,chronische nierschade,97.763,64,3111,2965,31.82,0.09365
gpt-5.5,8b6bae95,hand-en-polsklachten,7.2838,456,194,103,26.63,0.00810
gpt-5.5,d55c3c65,chronische nierschade,6.8614,2280,268,192,39.06,0.01944
gpt-5.5,552f0a54,chronische nierschade,36.4394,1448,1381,1034,37.9,0.04867
gpt-5.5,56f21358,diabetes,26.3137,6083,1045,867,39.71,0.06177
gpt-5.5,7e5feb6a,dementie,23.3262,1030,847,516,36.31,0.03056
gpt-5.5,74ef621e,hand-en-polsklachten,14.2938,600,523,347,36.59,0.01869
gpt-5.5,101bdce9,diabetes,18.2212,3465,722,516,39.62,0.03898
gpt-5.5,abe17e24,dementie,10.3217,1169,352,227,34.1,0.01640
gpt-5.5,afb6b4f7,diabetes,16.7703,5584,618,516,36.85,0.04646
gpt-5.5,e62478bd,chronische nierschade,21.0965,998,212,131,10.05,0.01135
gpt-5.5,87d0a6b3,hand-en-polsklachten,19.2678,592,644,465,33.42,0.02228
gpt-5.5,4113cc0d,dementie,16.0539,217,673,516,41.92,0.02127
gpt-5.5,959e9141,chronische nierschade,6.4547,374,218,112,33.77,0.00841
gpt-5.5,623d16af,hand-en-polsklachten,128.2358,68,4770,4660,37.2,0.14344
gpt-5.5,2d9424b5,influenza,8.9356,1151,304,221,34.02,0.01487
gpt-5.5,a747bc19,hartfalen,11.4551,5967,422,316,36.84,0.04249
gpt-5.5,aad983fe,chronische nierschade,14.5066,452,610,516,42.05,0.02056
gpt-5.5,87b815e3,influenza,14.4268,628,519,421,35.97,0.01871
gpt-5.5,343f0bb1,influenza,17.1131,1868,548,393,32.02,0.02578
gpt-5.5,eb7f73d1,astma_bij_volwassenen,14.6753,56,521,449,35.5,0.01591
gpt-5.5,060baab8,influenza,9.133,1237,334,249,36.57,0.01621
gpt-5.5,c0fe3d61,chronische nierschade,14.8051,500,547,342,36.95,0.01891
gpt-5.5,a2ca087b,hartfalen,23.3849,24736,767,516,32.8,0.14669
gpt-5.5,93ec35a2,hartfalen,17.1032,8054,659,516,38.53,0.06004
gpt-5.5,bc2dc8a4,astma_bij_volwassenen,26.9327,1439,753,516,27.96,0.02978
gpt-5.5,67c6de0b,hand-en-polsklachten,7.3542,867,249,156,33.86,0.01180
gpt-5.5,2488b1d0,hand-en-polsklachten,21.5683,2196,778,516,36.07,0.03432
gpt-5.5,30bb02f6,hartfalen,13.8314,1359,605,458,43.74,0.02494
gpt-5.5,7a5c4fad,hand-en-polsklachten,10.0162,627,346,154,34.54,0.01352
gpt-5.5,d2628eef,hartfalen,15.6691,941,594,516,37.91,0.02252
gpt-5.5,15f6d2e0,influenza,19.6543,1454,651,475,33.12,0.02680
gpt-5.5,b2bd81db,influenza,35.0643,1477,1161,1034,33.11,0.04222
gpt-5.5,bc0cb9ad,hand-en-polsklachten,19.4074,1621,767,516,39.52,0.03111
gpt-5.5,794e00ef,hand-en-polsklachten,15.2279,975,659,480,43.28,0.02465
gpt-5.5,7a1f0747,hand-en-polsklachten,13.3043,940,400,231,30.07,0.01670
gpt-5.5,b23e25ea,diabetes,17.1162,944,668,457,39.03,0.02476
gpt-5.5,d3ed3a3e,influenza,22.7003,577,801,516,35.29,0.02691
gpt-5.5,fba1dbdc,hand-en-polsklachten,20.4991,1135,659,516,32.15,0.02544
gpt-5.5,52ac3eae,hand-en-polsklachten,13.2452,1039,466,299,35.18,0.01917
gpt-5.5,cd538c35,angst,6.7404,1302,221,151,32.79,0.01314
gpt-5.5,4ecbf37a,influenza,19.7229,276,669,505,33.92,0.02145
gpt-5.5,3a4f20ad,chronische nierschade,19.0074,1026,773,516,40.67,0.02832
gpt-5.5,e5ec0714,diabetes,28.3253,505,764,516,26.97,0.02544
gpt-5.5,8d42551a,diabetes,17.7448,216,656,516,36.97,0.02076
gpt-5.5,2a1d1c4f,angst,19.26,506,665,516,34.53,0.02248
gpt-5.5,a4c14c42,angst,61.8652,3709,2685,2588,43.4,0.09909
gpt-5.5,0ee54053,influenza,18.5399,257,705,516,38.03,0.02244
gpt-5.5,376a681b,chronische nierschade,24.5972,961,830,516,33.74,0.02970
gpt-5.5,1caa5527,depressie,14.4902,569,462,251,31.88,0.01671
gpt-5.5,954837b8,chronische nierschade,7.3655,592,288,192,39.1,0.01160
gpt-5.5,13901c73,hand-en-polsklachten,18.9033,255,624,472,33.01,0.01999
gpt-5.5,3fdc7767,diabetes,15.7606,81,603,516,38.26,0.01849
gpt-5.5,95b6fc41,depressie,20.1402,718,644,516,31.98,0.02291
gpt-5.5,5519eda5,COPD,19.0524,1365,737,516,38.68,0.02894
gpt-5.5,07334ff6,hand-en-polsklachten,4.6325,120,148,110,31.95,0.00504
gpt-5.5,dfbb4872,COPD,10.2293,13859,311,201,30.4,0.07863
gpt-5.5,7d153c4f,hand-en-polsklachten,37.0718,658,1187,1034,32.02,0.03890
gpt-5.5,301db039,hand-en-polsklachten,21.1689,1031,566,397,26.74,0.02213
gpt-5.5,8e5c476d,influenza,105.22,2308,3442,3106,32.71,0.11480
gpt-5.5,f02dc1bc,diabetes,18.8461,1156,666,516,35.34,0.02576
gpt-5.5,43cb91e4,diabetes,26.0378,72,772,516,29.65,0.02352
gpt-5.5,ffc7a50c,hand-en-polsklachten,18.7776,629,683,516,36.37,0.02363
gpt-5.5,d45870d3,astma_bij_volwassenen,13.4876,678,515,341,38.18,0.01884
gpt-5.5,879113fb,diabetes,66.2037,75,2144,2046,32.38,0.06470
gpt-5.5,77fa76ed,diabetes,17.4885,1299,666,463,38.08,0.02648
gpt-5.5,6036f2f6,hand-en-polsklachten,17.4924,981,642,516,36.7,0.02416
gpt-5.5,8d856f4e,COPD,22.7345,2226,769,516,33.83,0.03420
gpt-5.5,8099cb48,astma_bij_volwassenen,18.5496,312,695,516,37.47,0.02241
gpt-5.5,13fdede7,chronische nierschade,15.9816,778,627,498,39.23,0.02270
gpt-5.5,fbf79128,astma_bij_volwassenen,4.0594,578,121,65,29.81,0.00652
gpt-5.5,2bbdc327,diabetes,28.7274,2465,1179,1034,41.04,0.04770
gpt-5.5,eb5ee053,astma_bij_volwassenen,20.8606,509,782,470,37.49,0.02601
gpt-5.5,e4aefe9a,chronische nierschade,21.8086,684,788,516,36.13,0.02706
gpt-5.5,0bcea948,COPD,65.4058,1084,2721,2588,41.6,0.08705
gpt-5.5,eb91f618,astma_bij_volwassenen,8.2328,557,309,209,37.53,0.01205
gpt-5.5,809a64cb,COPD,23.8303,2228,775,516,32.52,0.03439
gpt-5.5,c4121e26,COPD,17.6039,1083,694,516,39.42,0.02624
gpt-5.5,d99e3507,hand-en-polsklachten,8.1478,1175,266,166,32.65,0.01385
gpt-5.5,2df177a8,astma_bij_volwassenen,6.0852,503,199,86,32.7,0.00848
gpt-5.5,8c6f88fe,COPD,53.2395,72,1823,1552,34.24,0.05505
gpt-5.5,43434440,COPD,17.2592,2266,662,513,38.36,0.03119
gpt-5.5,b5c2d4b6,hand-en-polsklachten,16.024,1015,446,279,27.83,0.01845
gpt-5.5,ea65db45,COPD,13.9665,3613,556,393,39.81,0.03474
gpt-5.5,a7b42c6f,diabetes,23.4565,2552,818,516,34.87,0.03730
gpt-5.5,b765405e,diabetes,5.8505,1163,167,118,28.54,0.01082
gpt-5.5,a7411803,dementie,25.9349,721,835,516,32.2,0.02865
gpt-5.5,9d934fe5,hand-en-polsklachten,21.9819,971,697,516,31.71,0.02577
gpt-5.5,91505631,dementie,19.8307,962,569,352,28.69,0.02188
gpt-5.5,84a16d27,diabetes,13.1918,876,446,356,33.81,0.01776
gpt-5.5,0799ea04,hand-en-polsklachten,8.6672,548,258,124,29.77,0.01048
gpt-5.5,b2b30436,hartfalen,8.9089,650,360,232,40.41,0.01405
gpt-5.5,14876b80,dementie,8.6426,2211,302,198,34.94,0.02012
gpt-5.5,b6e81b27,hartfalen,37.5633,1947,1730,1552,46.06,0.06164
gpt-5.5,db3d86cc,hand-en-polsklachten,8.7082,512,306,188,35.14,0.01174
gpt-5.5,ceffe676,hand-en-polsklachten,14.3195,3769,637,516,44.48,0.03796
gpt-5.5,54078445,chronische nierschade,94.2724,6489,3640,3106,38.61,0.14165
gpt-5.5,77f5be6f,hartfalen,23.0526,901,979,516,42.47,0.03388
gpt-5.5,b491a185,chronische nierschade,5.8593,2417,193,131,32.94,0.01788
gpt-5.5,756dc5f9,COPD,33.1304,2224,1231,1034,37.16,0.04805
gpt-5.5,df29f8be,hand-en-polsklachten,31.5937,1213,765,516,24.21,0.02902
gpt-5.5,d52e0c76,COPD,16.5718,1448,629,516,37.96,0.02611
gpt-5.5,9b3c0e6b,astma_bij_volwassenen,9.276,1873,307,228,33.1,0.01858
gpt-5.5,8a25e1dd,chronische nierschade,9.5897,1595,319,259,33.26,0.01754
gpt-5.5,f23879fc,COPD,9.6246,2526,344,223,35.74,0.02295
gpt-5.5,0bd5271f,astma_bij_volwassenen,5.8731,2453,232,162,39.5,0.01922
gpt-5.5,ffcc1b1a,hand-en-polsklachten,29.2787,1400,1331,1034,45.46,0.04693
gpt-5.5,383c5bac,chronische nierschade,12.0472,82,437,328,36.27,0.01352
